code,D10,D30,D50,D60,D90,Cu,Cc,clay_pct,silt_pct,sand_pct,bulk_density,particle_density,porosity,void_ratio,Gs,OM_content,pH,EC,theta_s,theta_r
4111,0.001,0.0254545454545454,0.0527027027027027,0.0662162162162162,0.1387596899224806,139.0540540540538,20.54876033057847,22.5,62.5,15.000000000000002,1.66,,,,,1.29,,,0.3709722654164087,0.0
4950,0.02,0.085,0.15,0.3,1.5750000000000002,15.0,1.2041666666666668,10.0,40.0,50.0,1.505,2.73,0.4487179487179488,0.8139534883720932,2.73,,,,0.4493102322272503,0.0
4071,0.0021259842519685,0.0160975609756097,0.0320954907161803,0.0400530503978779,0.0894144144144144,18.839768150112977,3.043158111762025,22.5,72.2,5.300000000000004,1.47,,,,,0.42,,,0.4239167962492263,0.0
3302,0.001,0.0156062992125984,0.0657555555555555,0.0933111111111111,0.236,,,33.1,15.899999999999997,51.0,1.59,2.69,0.409,0.6920473773265652,2.69,0.3,,,0.3869344514932499,0.0
2670,0.001,0.009409948542024,0.0258765008576329,0.0341097770154373,1.0579710144927537,,,79.3,20.7,0.0,1.5,2.63,0.43,0.7543859649122806,2.63,,3.9,,0.4279475621693686,0.0
3171,0.0192173913043478,0.0857142857142857,0.1420841683366733,0.1721442885771543,0.3361344537815127,8.957734473471827,2.220850729474201,10.2,25.8,64.0,1.59,,,,,0.6,,0.44,0.4625015239310399,0.0
4521,0.1223043478260869,0.1754115226337448,0.2268518518518518,0.2578369905956112,0.4929467084639498,2.1081588281902093,0.9757287845066602,0.7000000000000001,0.5,98.8,1.43,,,,,0.27,4.76,,0.3591589453760458,0.0
3200,0.001,0.0375862068965517,0.076950354609929,0.0946808510638297,0.2359060402684563,,,23.200000000000003,39.8,37.0,1.27,,,,,2.3,8.2,0.7000000000000001,0.5884164951918468,0.0
2612,0.001,0.0100314960629921,0.0289291338582677,0.0383779527559055,1.2960288808664262,,,72.3,27.700000000000003,0.0,1.37,2.57,0.467,0.8761726078799251,2.57,0.8,4.9,,0.4438689054234215,0.0
4043,0.001,0.0146153846153846,0.0301036269430051,0.0378756476683937,0.0841232227488151,,,24.0,72.7,3.300000000000003,1.53,,,,,0.46,,,0.4148613270820438,0.0
1201,0.001,0.014663829787234,0.0643617021276595,0.1175531914893616,0.3314814814814815,,,47.3,14.1,38.6,1.69,,,,,,,,0.3780593830760109,0.0
2551,0.001,0.0198953488372093,0.5836909871244634,0.8669527896995707,1.7167381974248923,,,30.1,69.9,0.0,1.853,2.64,0.298,0.4245014245014245,2.64,,,,0.2785440969525876,0.0746322686062905
2340,0.001,0.001,0.0025714285714285,0.0129999999999999,0.4489473684210527,,,56.00000000000001,8.999999999999996,35.0,1.1,,,,,5.45,6.8,,0.5049617357336226,0.0364958373691032
2252,0.05,0.2611111111111111,0.4722222222222222,0.5777777777777778,0.8944444444444446,11.555555555555555,2.360042735042735,4.0,96.0,0.0,1.52,2.71,0.439,0.7825311942959002,2.71,,,,0.4915358855197931,0.0
2435,0.001,0.0171578947368421,0.2894736842105263,0.631578947368421,1.657894736842105,,,43.0,57.00000000000001,0.0,1.56,,,,,,,,0.363413257977719,0.0
2310,0.1370967741935483,0.2177419354838709,0.3076923076923077,0.3557692307692307,0.5,2.595022624434389,0.9720498487101904,0.0,2.0,98.0,1.71,2.63,0.348,0.5337423312883435,2.63,,,,0.348,0.0514710330261659
2110,0.018,0.0908163265306122,0.1819349315068493,0.2247431506849315,0.4989669421487603,12.485730593607304,2.038773086170004,22.0,14.7,63.3,1.53,,,,,,,,0.353955561905682,0.0
4030,0.001,0.016,0.0293333333333333,0.036,0.0901785714285714,,,21.0,71.2,7.799999999999995,1.49,,,,,1.46,,,0.4228058579148613,0.0
3330,0.0463548387096774,0.2062977099236641,0.3208015267175572,0.3780534351145038,1.1978609625668453,8.155641258559234,2.428513662413635,8.1,3.1,88.8,1.51,2.6,0.419,0.7211703958691911,2.6,2.3,,,0.4076976629361946,0.0
4512,0.001,0.0244837209302325,0.0391206496519721,0.0463132250580046,0.17578125,50.17266047950498,14.022063294561931,12.0,71.2,16.800000000000004,1.55,,,,,0.95,5.12,,0.4200389979741225,0.0
4680,0.001,0.001,0.003125,0.0085988023952095,0.0735483870967742,,,56.89999999999999,32.2,10.9,1.1,2.46,0.554,1.2421524663677133,2.46,3.8,3.9,,0.5543616634094054,0.0
3321,0.005566037735849,0.05090625,0.1188720930232558,0.1694642857142856,0.4881422924901186,30.4461259079903,2.7473746087540856,18.5,15.999999999999998,65.5,1.489,2.61,0.429,0.7513134851138354,2.61,2.1,,,0.4219344514932502,0.0
4592,0.001,0.0107,0.0397,0.0542,0.3666666666666668,,,64.0,0.0,36.0,1.21,2.61,0.507,1.028397565922921,2.61,3.9,6.2,,0.5145225730229516,0.0516492984391542
4532,0.001,0.003103448275862,0.0134351145038167,0.0215568862275449,0.3239795918367348,,,32.6,47.0,20.399999999999995,1.49,,,,,2.09,7.52,,0.4447407051804503,0.0
4213,0.001,0.001,0.0121818181818181,0.0267272727272727,0.1666666666666666,,,76.0,24.0,0.0,1.17,2.69,0.5650557620817844,1.2991452991452994,2.69,,,,0.5075557343130636,0.0
4110,0.001,0.0286111111111111,0.0557644110275689,0.0682957393483709,0.1361538461538461,75.53922685501628,13.257290154346723,18.3,67.0,14.700000000000005,1.51,,,,,1.35,,,0.3969583981246132,0.0
2220,0.0456575342465753,0.0698421052631578,0.1383207547169811,0.1861204819277108,1.1768684210526317,4.076446198836751,0.5740213184820807,16.7,0.0,83.3,1.78,2.65,0.328,0.4880952380952382,2.65,,,,0.3269004001102147,0.0
3000,0.001,0.0414285714285714,0.0660107334525939,0.0749552772808586,0.1263157894736842,81.33444981539986,24.84677451948636,15.2,72.8,12.0,1.58,2.66,0.46,0.8518518518518519,2.66,1.09,,,0.3933248569537431,0.1542463337337811
4011,0.018,0.0666666666666666,0.1164859002169197,0.1381778741865509,0.2401785714285714,7.676548565919497,1.7869255964494064,8.0,34.4,57.60000000000001,1.43,,,,,1.26,,,0.4149581541851115,0.0
4523,0.1223043478260869,0.1754115226337448,0.2268518518518518,0.2578369905956112,0.4929467084639498,2.1081588281902093,0.9757287845066602,0.7000000000000001,0.5,98.8,1.55,2.64,0.413,0.7035775127768313,2.64,0.27,4.76,,0.3591589453760458,0.0
1070,0.0808823529411765,0.2159090909090908,0.3964435146443514,0.5017667844522968,1.152542372881356,6.2036620623193,1.1486459137998526,7.1999999999999895,6.800000000000011,86.0,1.46,,,,,,,,0.4480641551756215,0.0
4440,0.1416666666666666,0.2103448275862069,0.2448275862068965,0.2642857142857143,0.3757575757575758,1.865546218487395,1.1817410191894349,4.3,0.0,95.7,1.51,2.65,0.43,0.7543859649122806,2.65,,,,0.35,0.1
1164,0.001,0.001,0.05,0.159375,0.9566666666666668,,,50.0,6.699999999999995,43.3,1.72,2.71,0.365,0.5748031496062992,2.71,,,,0.3726666731736662,0.0998491270810864
3113,0.001,0.001,0.0067664670658682,0.0097604790419161,0.044865671641791,,,44.1,54.8,1.100000000000001,1.38,2.69,0.487,0.949317738791423,2.69,2.5,8.0,,0.6458080968286468,0.0
2764,0.013170909090909,0.04808,0.5849056603773585,0.8679245283018867,1.7169811320754715,65.89708594230228,0.202223304924015,31.1,68.9,0.0,1.32,2.69,0.509,1.0366598778004077,2.69,0.8,7.3,,0.5028601657849829,0.0
3361,0.001,0.0146470588235294,0.0288669950738916,0.0354351395730706,0.0551395730706075,,,19.5,77.89999999999999,2.6000000000000023,,2.65,0.42,0.7241379310344827,2.65,0.81,6.65,,0.389726752272361,0.0
2730,0.001,0.0142033898305084,0.0304745762711864,0.0386101694915254,1.2500000000000002,,,74.0,26.0,0.0,0.91,2.61,0.651,1.865329512893983,2.61,4.1,4.1,,0.6503969584680668,0.0
2681,0.001,0.001,0.0180551724137931,0.0346068965517241,1.3648208469055376,,,69.3,30.700000000000006,0.0,1.51,2.76,0.453,0.8281535648994517,2.76,0.5,5.7,,0.5035893526354684,0.1391184558578563
4450,0.001,0.0031688311688311,0.0109610389610389,0.0148571428571428,0.0598360655737705,,,73.2,21.7,5.100000000000005,1.32,2.65,0.5,1.0,2.65,1.7,,,0.3039700846352685,0.0
4050,0.0318811881188118,0.0881868131868131,0.1370283018867924,0.1606132075471698,0.3797297297297297,5.037867690144147,1.518768371295615,4.5,29.800000000000004,65.7,1.27,,,,,3.26,,,0.4439029289574307,0.0052880449351216
1090,0.0165454545454545,0.0975746268656716,0.2092633928571428,0.2780082987551867,0.7738853503184715,16.80269937531348,2.069842668438728,21.5,13.4,65.10000000000001,1.59,,,,,,,,0.3691557826673752,0.0
3320,0.0057425742574257,0.053076923076923,0.1221162790697674,0.1725862068965517,0.4964,30.053804994054687,2.842488872074669,18.0,15.600000000000003,66.39999999999999,1.53,2.6,0.41,0.694915254237288,2.6,2.5,,,0.3961712400503057,0.0
3091,0.001,0.001,0.0038437499999999,0.01,0.0418302387267904,,,53.7,45.9,0.4000000000000003,1.43,2.6,0.45,0.8181818181818181,2.6,3.02,8.0,0.96,0.317114252304587,0.0
3153,0.0364516129032258,0.1303964757709251,0.1964757709251101,0.2295154185022026,0.4413183279742765,6.2964406845737,2.032371480430773,8.3,12.499999999999998,79.2,1.51,,,,,0.47,7.3,0.26,0.4398049174131153,0.0047437254522826
1122,0.001,0.007593984962406,0.0436842105263157,0.0853398058252427,0.3045454545454546,,,53.5,10.299999999999995,36.2,1.66,,,,,,,,0.3639931868690549,0.1711280958331734
3250,0.001,0.0088571428571428,0.0207826086956521,0.0267453416149068,0.0446335403726708,,,99.0,0.4000000000000003,0.6000000000000005,1.47,,0.45,0.8181818181818181,,,,,0.6253704490570635,0.0
4263,0.0769565217391304,0.1176785714285714,0.1541911764705882,0.17625,1.2753036437246963,2.290254237288136,1.0209870160349268,2.9000000000000004,6.2,90.9,,,,,,0.2,4.8,,0.2927522657697661,0.0711782162497768
2680,0.001,0.0208354430379746,0.0807086614173228,0.4645669291338581,1.6161417322834646,,,49.2,50.8,0.0,1.14,2.49,0.542,1.183406113537118,2.49,7.0,4.5,,0.5928762432600042,0.0
3395,0.001,0.0107256637168141,0.0253906447534766,0.0327231352718078,0.0547206068268015,,,97.2,0.0,2.8000000000000025,1.709,2.65,0.355,0.5503875968992248,2.65,0.34,,,0.361019651668978,0.0
3340,0.1266801075268817,0.1938844086021505,0.2725409836065574,0.3408469945355191,0.753787878787879,2.690611818932904,0.8705984313968916,2.5,5.0,92.5,1.41,2.6,0.456,0.8382352941176471,2.6,0.885,4.183,0.025,0.2895035113533403,0.0
2341,0.001,0.002,0.0445714285714285,0.1162777777777777,0.4917857142857144,,,38.0,15.000000000000002,47.0,1.54,,,,,0.49,6.8,,0.3962529163431051,0.0
2120,0.0714285714285714,0.4999999999999999,0.9285714285714286,1.1428571428571428,1.7857142857142858,15.999999999999996,3.0624999999999987,9.0,91.0,0.0,1.6,,,,,,,,0.3689992641276896,0.0
4232,0.001,0.0379999999999999,0.0984848484848484,0.1287878787878787,0.2196969696969697,,,34.0,65.99999999999999,0.0,1.495,2.64,0.4337121212121212,0.7658862876254181,2.64,,,,0.364814099586486,0.0
3323,0.0014432989690721,0.0520895522388059,0.1224913294797687,0.1727739726027397,0.4987903225806451,119.70768101761234,10.880945323359828,20.0,13.4,66.6,1.76,2.66,0.34,0.5151515151515152,2.66,0.2,,,0.3060528457717779,0.0
2395,0.001,0.0059999999999999,0.046,0.3749999999999998,1.59375,,,52.0,48.0,0.0,1.5,,,,,,,,0.4208745994231028,0.0
1103,0.001,0.009578947368421,0.2049180327868852,0.2815985130111524,0.7110389610389611,,,34.8,3.500000000000003,61.7,1.56,,,,,,,,0.4010216513001798,0.1084650360605153
2001,0.001,0.0079405940594059,0.0223008849557522,0.0311504424778761,0.0576991150442477,,,27.200000000000003,65.4,7.399999999999995,1.54,2.64,0.417,0.7152658662092625,2.64,0.55,7.100000000000001,,0.3899287339221655,0.0
2471,0.001,0.001,0.0117627118644067,0.0198983050847457,0.0443050847457627,,,97.0,3.0000000000000027,0.0,0.872,,,,,,,,0.6621635315112855,0.0518403291376398
2394,0.001,0.0278461538461538,0.4765625,0.78125,1.6953125000000002,,,36.0,64.0,0.0,1.52,,,,,,,,0.3630203659936199,0.0
4251,0.0287032967032967,0.0917910447761194,0.1358009708737864,0.1606060606060606,1.2447257383966246,5.5953872569492775,1.8277084350153097,6.6000000000000005,15.9,77.5,,,,,,3.4,5.600000000000001,,0.3893304865381939,0.0
4650,0.0815384615384615,0.2529411764705882,0.3705882352941176,0.4294117647058823,0.7272727272727274,5.266370699223085,1.8272695482948929,2.0,6.0,92.0,1.622,2.614,0.38,0.6129032258064516,2.614,0.6,3.1,,0.3774466536376213,0.0029148880807997
1165,0.001,0.0146315789473684,0.0985294117647058,0.2565217391304348,1.1651376146788992,,,44.0,6.800000000000001,49.2,1.72,2.69,0.361,0.5649452269170578,2.69,,,,0.3491323824396952,0.1867306682526778
4602,0.001,0.0109230769230769,0.0406666666666666,0.0555384615384615,0.4000000000000001,,,63.0,0.0,37.0,1.04,2.63,0.49,0.96078431372549,2.63,2.6,6.4,,0.4763851423088791,0.1208177458527434
1075,0.1548672566371681,0.3712765957446808,0.5933806146572104,0.7115839243498818,1.3589743589743593,4.594799054373522,1.2508620404124042,5.9,1.4,92.7,1.57,,,,,,,,0.3477550467950647,0.0
1062,0.0308,0.2312499999999999,0.3728693181818182,0.4438920454545454,0.90625,14.412079397874848,3.91142857142857,12.0,2.7,85.3,1.56,,,,,,,,0.3303861534610873,0.0111967624835909
4080,0.001,0.0129375,0.0257615894039735,0.0323841059602649,0.0682795698924731,,,25.3,70.6,4.100000000000003,1.44,,,,,1.6,,,0.4189167962492263,0.0
1193,0.001,0.001,0.0262271293375394,0.0413690851735015,0.1682634730538922,,,65.7,16.699999999999992,17.600000000000005,1.806,,,,,,,,0.400622246918201,0.13201683266738
4160,0.001,0.0420714285714285,0.0862222222222222,0.1123778501628664,0.2801724137931035,,,14.9,41.3,43.8,1.7,,,,,1.07,,,0.3685701139543359,0.0477892320407301
2753,0.001,0.0235406360424028,0.207720588235294,0.5661764705882352,1.6415441176470589,,,45.6,54.400000000000006,0.0,1.42,2.69,0.472,0.8939393939393938,2.69,1.0,4.9,,0.4758689054234215,0.0
4282,0.0608333333333333,0.1069494584837545,0.1394404332129964,0.1590128755364807,1.113861386138614,2.6139102827914638,1.1824513311974356,3.6,9.8,86.6,,,,,,0.1,4.8,,0.3360618429267679,0.0
4553,0.001,0.0051657458563535,0.0079281767955801,0.0093093922651933,0.125776397515528,,,28.8,71.2,0.0,1.6,2.65,0.396,0.6556291390728477,2.65,0.3,7.350000000000001,,0.3481079052109837,0.207
4210,0.001,0.001,0.0121818181818181,0.0267272727272727,0.1666666666666666,,,76.0,24.0,0.0,1.186,2.69,0.5591078066914499,1.268128161888702,2.69,,,,0.5125361628811349,0.004018689547454
4582,0.001,0.0354263565891472,0.219060773480663,0.2965116279069767,0.4903100775193798,,,19.3,33.5,47.2,1.7,2.66,0.361,0.5649452269170578,2.66,0.42,6.8,,0.4493922915042708,0.0
1362,0.001,0.0012413793103448,0.0120277777777777,0.0228880597014925,0.1133676470588235,,,43.8,41.2,15.000000000000002,1.23,2.65,0.536,1.1551724137931036,2.65,3.379,4.4,,0.5147940917081505,0.0
2410,0.001,0.0241538461538461,0.2589285714285714,0.6071428571428571,1.6517857142857142,,,44.0,56.00000000000001,0.0,1.2,,,,,,,,0.4566034322756885,0.0
3165,0.0458620689655172,0.1070719602977667,0.1815136476426798,0.2187344913151364,0.5458715596330276,4.769398682811245,1.1428272682723002,7.5,20.6,71.89999999999999,1.6,,,,,0.08,8.0,0.24,0.4050640366915985,0.0
1360,0.001,0.001,0.0055135135135135,0.0135384615384615,0.0996237623762376,,,50.9,36.4,12.7,1.5,2.7,0.444,0.7985611510791366,2.7,3.965,7.3,,0.4624825834762587,0.0543164658844346
1074,0.1824324324324324,0.4158767772511848,0.6832386363636364,0.8252840909090909,1.6389891696750905,4.523779461279462,1.148745485556894,2.7,2.2,95.1,1.55,,,,,,,,0.346620673715307,0.0
3293,0.001,0.0075247524752475,0.0502162162162162,0.0755675675675675,0.184516129032258,,,37.0,18.500000000000007,44.49999999999999,1.61,2.7,0.404,0.6778523489932886,2.7,0.4,,,0.3582896343288335,0.0
3131,0.018875,0.1144943820224719,0.1819101123595505,0.2156179775280899,0.4280575539568346,11.423469008110716,3.221042286259713,10.3,15.400000000000002,74.3,1.58,,,,,1.0,6.8,0.2,0.5261450341872003,0.0
3070,0.1114519906323185,0.1454098360655737,0.179367681498829,0.1963466042154567,0.2472833723653396,1.7617146459340198,0.9662207173952444,1.0,0.0,99.0,1.94,2.65,0.43,0.7543859649122806,2.65,,,,0.3,0.0
1015,0.018,0.1029133858267716,0.1687358916478555,0.2012415349887133,0.4745508982035927,11.18008527715074,2.923840024410901,18.0,12.7,69.30000000000001,1.72,2.63,0.35,0.5384615384615384,2.63,,,,0.2568906635513908,0.0
2011,0.001,0.0073658536585365,0.0251231527093596,0.034975369458128,0.1150427350427351,,,28.4,57.00000000000001,14.6,1.55,2.66,0.417,0.7152658662092625,2.66,0.6900000000000001,7.2,,0.4055247706225565,0.0475714519651628
1131,0.0075299539170506,0.0533898305084745,0.1473988439306358,0.2196531791907514,0.595959595959596,29.170587444548985,1.723404697846861,29.2,17.7,53.1,1.97,,,,,,,,0.2365951495348383,0.0335688715295151
3162,0.0345945945945946,0.0878661087866108,0.1449367088607595,0.1765822784810126,0.3797709923664123,5.104331487341771,1.2638264075525016,8.200000000000001,27.6,64.2,1.49,,,,,0.43,7.8,0.3,0.5917885444433604,0.0
3182,0.0884615384615384,0.1479406919275123,0.1973640856672158,0.2220757825370675,0.4163701067615658,2.510421889549459,1.1140882709081272,5.0,5.6,89.4,1.55,,,,,0.04,8.2,0.36,0.3930640366915985,0.0
3170,0.0158461538461538,0.0813513513513513,0.1438616071428571,0.17734375,0.389261744966443,11.191595873786406,2.3549939049172077,11.5,25.4,63.1,1.32,,,,,1.1,7.9,0.6,0.4571921100747954,0.0
1061,0.0697368421052631,0.2264150943396226,0.3592896174863388,0.4275956284153005,0.8789062500000001,6.131559954634496,1.7191557299235862,9.0,3.8000000000000007,87.2,1.59,,,,,,,,0.3400209680642312,0.0
1140,0.0641509433962264,0.1611675126903553,0.2246192893401015,0.2679856115107913,0.6721311475409837,4.177422767668219,1.5109165651041851,8.0,10.6,81.4,1.56,,,,,,,,0.3790560770162993,0.0
2581,0.001,0.0188237623762376,0.0378336633663366,0.0473386138613861,1.4758064516129037,,,62.8,37.2,0.0,1.3,2.61,0.502,1.0080321285140563,2.61,0.8,8.1,,0.5487640297621588,0.0
4091,0.001,0.0124999999999999,0.0248979591836734,0.0310204081632653,0.0493877551020408,,,26.0,73.3,0.7000000000000006,1.43,,,,,0.32,,,0.425459175619971,0.0
1013,0.0315384615384615,0.1102711864406779,0.1712881355932203,0.2017966101694915,0.4691358024691358,6.398429102935096,1.9105997809630029,15.0,13.599999999999998,71.39999999999999,1.49,2.67,0.44,0.7857142857142857,2.67,,,,0.3684293041534553,0.0
2741,0.001,0.0093522975929978,0.0303588621444201,0.0408621444201312,1.376996805111821,,,68.7,31.299999999999997,0.0,0.84,2.6,0.677,2.095975232198143,2.6,3.5,4.8,,0.6668863847002987,0.0
4121,0.001,0.001,0.001,0.0044285714285714,0.0389473684210526,,,75.6,19.2,5.200000000000005,1.11,,,,,1.39,,,0.5667781233312701,0.0978325681289787
1180,0.001,0.001,0.0281818181818181,0.05,1.5125000000000002,,,60.0,40.0,0.0,1.55,2.68,0.422,0.7301038062283736,2.68,0.01,,,0.4605804456995975,0.07729288082356
2440,0.0048235294117647,0.1554054054054053,0.6824324324324325,0.945945945945946,1.7364864864864866,196.1107448912326,5.292988982013368,26.0,74.0,0.0,1.3,,,,,,,,0.366,0.0
3174,0.0572033898305084,0.1411357340720221,0.2242382271468143,0.2752659574468085,0.4747340425531915,4.812056737588652,1.2650267306911869,3.8,16.3,79.89999999999999,1.61,,,,,0.04,7.9,0.3,0.3965152660448773,0.0484461914214818
4611,0.001,0.0109230769230769,0.0406666666666666,0.0555384615384615,0.4000000000000001,,,63.0,0.0,37.0,1.11,2.63,0.54,1.173913043478261,2.63,3.1,6.4,,0.5580234153718409,0.0784103626039753
1467,0.0343333333333333,0.2156363636363636,0.372,0.4501818181818182,1.194117647058824,13.11209179170344,3.0084311597870887,6.5,5.699999999999999,87.8,1.81,2.631,0.312,0.4534883720930233,2.631,,,,0.3960925085240744,0.0
3303,0.001,0.01625,0.0597282608695652,0.0859827586206896,0.2461538461538462,,,33.0,18.4,48.6,1.62,2.69,0.4,0.6666666666666667,2.69,0.2,,,0.3612896343288335,0.0
4310,0.0643777777777777,0.1194888888888889,0.164025974025974,0.1859433962264151,0.3997175141242938,2.8883164757296096,1.1927194595870163,7.5,2.0000000000000004,90.5,1.39,,,,,,,,0.3952887493872731,0.1118206700321253
1101,0.001,0.1529605263157894,0.2680817610062893,0.3466981132075472,0.7734375,,,19.7,5.199999999999999,75.1,1.83,,,,,,,,0.2380357904694887,0.0
4564,0.001,0.004358024691358,0.0093287037037037,0.019073482428115,0.1234177215189874,,,31.3,68.7,0.0,1.6,2.64,0.394,0.6501650165016503,2.64,,7.97,,0.4394172596085427,0.0172265764538348
2561,0.0392093023255814,0.4328358208955223,0.8805970149253731,1.1044776119402984,1.7761194029850746,28.16876471733857,4.326137897604408,12.9,87.1,0.0,1.59,2.64,0.398,0.6611295681063124,2.64,0.1,4.1,,0.3975612261036512,0.045216233043639
3143,0.0717948717948718,0.1454368932038835,0.2036893203883495,0.2328155339805825,0.4365325077399381,3.242787794729542,1.2654465290654833,4.9,9.499999999999998,85.6,1.49,,,,,0.08,7.3,0.16,0.3625152660448774,0.0
1091,0.001,0.0415294117647058,0.1996855345911949,0.2912844036697248,0.8025641025641026,,,33.0,7.500000000000001,59.5,1.63,,,,,,,,0.2986473365718978,0.0
1031,0.01,0.0912844036697247,0.1727882037533512,0.2130026809651474,0.491860465116279,21.300268096514746,3.9120833200689695,21.0,10.900000000000002,68.10000000000001,1.48,,,,,0.2,,,0.3498545133946384,0.0
2411,0.001,0.01928,0.1944444444444443,0.5555555555555554,1.6388888888888888,,,46.0,54.0,0.0,1.5,,,,,,,,0.4047288328525857,0.0
1142,0.0356,0.1430027173913043,0.2109375,0.2449048913043478,0.6592920353982302,6.879350879335612,2.345530708821204,13.0,11.7,75.3,1.8,,,,,,,,0.2410388168891894,0.0
1465,0.0282205882352941,0.0756136363636363,0.1065326633165829,0.1316582914572864,0.3056140350877194,4.665327680612547,1.5388134437051215,4.2,16.799999999999997,79.0,1.62,2.631,0.384,0.6233766233766234,2.631,,,,0.4515402660271608,0.0
2573,0.0333333333333333,0.44,0.8857142857142858,1.1085714285714283,1.7771428571428574,33.25714285714285,5.239175257731958,12.5,87.5,0.0,1.44,2.66,0.459,0.8484288354898338,2.66,0.2,5.4,,0.4497552901237202,0.0
1115,0.001,0.001,0.113095238095238,0.1722689075630252,0.4748520710059171,,,44.7,6.3,49.0,1.59,,,,,,,,0.4291517951759654,0.1217605083224137
2360,0.001,0.001,0.0039999999999999,0.0113846153846153,0.1695555555555555,,,55.00000000000001,27.999999999999996,17.000000000000004,1.42,2.573,0.4481150408083949,0.8119718309859156,2.573,4.86,6.9,,0.491417638781035,0.0482414306832917
2593,0.001,0.001,0.0138988195615514,0.0219932546374367,0.0462765598650927,,,94.6,5.400000000000005,0.0,1.66,2.76,0.399,0.6638935108153079,2.76,0.4,8.2,,0.3988874938727311,0.0951352687204419
4591,0.001,0.0107,0.0397,0.0542,0.3666666666666668,,,64.0,0.0,36.0,1.04,2.61,0.602,1.5125628140703515,2.61,3.4,6.3,,0.6150561665450693,0.1000236741249166
2100,0.0568965517241379,0.1169300225733634,0.1846501128668171,0.218510158013544,0.4505813953488372,3.840481565086531,1.0997513142355784,5.0,20.0,75.0,1.7,2.7,0.3703703703703704,0.5882352941176473,2.7,0.15,5.5,,0.3585674276974281,0.0
4092,0.001,0.0118181818181818,0.0241666666666666,0.030576923076923,0.0498076923076923,,,27.0,71.8,1.200000000000001,1.47,,,,,0.31,,,0.4099580660778107,0.0
2002,0.001,0.0072727272727272,0.02,0.0288300220750551,0.0553200883002207,,,28.000000000000004,67.3,4.700000000000005,1.5,2.67,0.439,0.7825311942959002,2.67,0.24,7.0,,0.3996257614474587,0.0
3240,0.001,0.0056823687752355,0.0186029609690444,0.0250632570659488,0.0444441453566621,,,98.6,0.3000000000000002,1.100000000000001,1.45,,0.45,0.8181818181818181,,,,,0.6047190902370994,0.0
2451,0.001,0.0271428571428571,0.3749999999999999,0.7,1.675,,,40.0,60.0,0.0,1.59,,,,,,,,0.4923897462280103,0.0
2400,0.001,0.0196842105263157,0.0449473684210526,0.3043478260869563,1.5760869565217392,,,54.0,46.0,0.0,1.08,,,,,,,,0.4738949654167227,0.0
4520,0.1223043478260869,0.1754115226337448,0.2268518518518518,0.2578369905956112,0.4929467084639498,2.1081588281902093,0.9757287845066602,0.7000000000000001,0.5,98.8,1.43,,,,,0.27,4.76,,0.3591589453760458,0.0
3100,0.001,0.001,0.0077472527472527,0.0174683544303797,0.1193548387096774,,,45.0,53.1,1.9000000000000017,1.14,2.54,0.551,1.2271714922049,2.54,4.0,7.600000000000001,,0.7145663282474352,0.0
2434,0.001,0.0145217391304347,0.1603773584905661,0.5283018867924528,1.6320754716981134,,,47.0,53.0,0.0,1.74,,,,,,,,0.3191589453760458,0.0
4941,0.001,0.2006172839506173,0.4063786008230453,0.5072874493927125,0.9679012345679012,,,34.8,0.0,65.2,1.81,,,,,,,,0.6597069098078889,0.0
1194,0.001,0.001,0.0262544169611307,0.0432155477031802,0.1715909090909091,,,64.0,17.599999999999994,18.40000000000001,1.756,,,,,,,,0.4213299426453366,0.1117023039884708
2721,0.001,0.0133599999999999,0.0293599999999999,0.03736,1.194214876033058,,,75.8,24.2,0.0,1.35,2.61,0.483,0.9342359767891684,2.61,0.7000000000000001,4.4,,0.4828777618516351,0.0
2383,0.011,0.2272727272727272,0.7337662337662338,0.987012987012987,1.7467532467532467,89.728453364817,4.757503262287949,23.0,77.0,0.0,1.47,,,,,,,,0.3661457665705171,0.0
3221,0.001,0.008876404494382,0.0254123711340206,0.0408762886597938,0.2104395604395605,,,46.5,30.1,23.4,1.51,,,,,1.0,8.0,0.4,0.4650973816823739,0.0
4530,0.001,0.003103448275862,0.0134351145038167,0.0215568862275449,0.3239795918367348,,,32.6,47.0,20.399999999999995,1.49,,,,,2.09,7.52,,0.4447407051804503,0.0
2433,0.001,0.001,0.0239428571428571,0.0376571428571428,1.3709677419354842,,,69.0,31.000000000000007,0.0,1.59,,,,,,,,0.3683496798273008,0.0
2334,0.1274705882352941,0.2647945205479452,0.3826027397260274,0.4415068493150685,0.6182191780821917,3.463597802656283,1.245863758098558,2.0,0.0,98.0,1.703,,,,,1.0,5.100000000000001,,0.3677970132956926,0.0
2750,0.001,0.0205234899328859,0.1141199226305609,0.4912959381044487,1.6228239845261123,,,48.3,51.7,0.0,1.01,2.59,0.61,1.564102564102564,2.59,4.1,4.2,,0.6087640297621587,0.0
2765,0.0112903225806451,0.0370967741935483,0.3749999999999999,0.7,1.675,61.99999999999999,0.1741277156023699,40.0,60.0,0.0,1.29,2.68,0.519,1.0790020790020791,2.68,0.7000000000000001,7.4,,0.4609563018078072,0.0
4510,0.001,0.0244837209302325,0.0391206496519721,0.0463132250580046,0.17578125,50.17266047950498,14.022063294561931,12.0,71.2,16.800000000000004,1.533,2.68,0.628,1.6881720430107527,2.68,0.95,5.12,,0.4200389979741225,0.0
